,Tour,Type,Duration,Price,Price Per,Cancellation,Tour By,City,Country,Image,Link to agency
6676,"History, Culture and Architecture on Private Madrid Tour with Local Expert",Walking Tours,1.5,49.0,per adult,Free cancellation,By Friendly Local Guides Madrid,Madrid,Spain,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/ee/b4/e3/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g187514-d21165260-Reviews-Friendly_Local_Guides_Madrid-Madrid.html
6677,Flamenco Show with Lesson from Madrid,Family-friendly Shows,3.0,75.8,per adult,Free cancellation,By VPT Viajes Para Todos,Madrid,Spain,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f9/fc/e8/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g187514-d10402622-Reviews-VPT_Viajes_Para_Todos-Madrid.html
6679,"Hire Photographer, Professional Photo Shoot - Madrid",Walking Tours,1.0,149.91,per adult,Free cancellation,By The Photo Experience Madrid,Madrid,Spain,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/6f/b9/2a/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g187514-d21002599-Reviews-The_Photo_Experience_Madrid-Madrid.html
6680,Private 4-hour City Tour of Madrid with Hotel pick-up,Bus Tours,4.0,401.63,per adult,Free cancellation,By Tour Travel & More,Madrid,Spain,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/79/b8/2e/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g187497-d7812618-Reviews-Tour_Travel_More-Barcelona_Catalonia.html
6683,Avila and Segovia Guided Tour and Flamenco Show in Madrid,Bus Tours,6.0,112.0,per adult,Free cancellation,By VPT Viajes Para Todos,Madrid,Spain,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/21/d5/16/31/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g187514-d10402622-Reviews-VPT_Viajes_Para_Todos-Madrid.html
6684,Avila - Segovia - From Madrid,Full-day Tours,9.0,157.2,per adult,Free cancellation,By Barcelona Lands,Madrid,Spain,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/27/bc/b3/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g187497-d17393325-Reviews-Barcelona_Lands-Barcelona_Catalonia.html
6685,National Park of Guadarrama and Manzanares castle: Daytrip from Madrid,Adventure Tours,6.0,89.38,per adult,Free cancellation,By Naturanda Madrid,Madrid,Spain,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/40/7f/c6/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g187514-d22834368-Reviews-Naturanda_Madrid-Madrid.html
6686,Traditional Spanish Wine & Tapas with Private Local Guide on Madrid Food Tour,Walking Tours,3.0,157.0,per adult,Free cancellation,By Friendly Local Guides Madrid,Madrid,Spain,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/ee/b4/e8/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g187514-d21165260-Reviews-Friendly_Local_Guides_Madrid-Madrid.html
6688,Complete Tour of Ribera del Duero - Small group hotel pick up from Madrid,Full-day Tours,9.0,261.58,per adult,Free cancellation,By Barcelona Lands,Madrid,Spain,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/27/bb/80/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g187497-d17393325-Reviews-Barcelona_Lands-Barcelona_Catalonia.html
6689,Private tour to the Cibeles Palace and the Retiro Park,Walking Tours,2.5,75.99,per adult,Free cancellation,By Amigo Tours,Madrid,Spain,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/5f/63/b5/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g187514-d10263143-Reviews-Amigo_Tours-Madrid.html
6691,7 Day Guided Tour Castilla and Portugal from Madrid,Bus Tours,1728.0,848.52,per adult,Free cancellation,By VPT Viajes Para Todos,Madrid,Spain,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/3e/b9/74/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g187514-d10402622-Reviews-VPT_Viajes_Para_Todos-Madrid.html
6692,Arrival Private Transfer from Madrid Airport MAD to Segovia City by Luxury Van,Bus Tours,1.5,250.39,per adult,Free cancellation,"By EUROPE SHUTTLE Madrid, Spain",Madrid,Spain,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/7b/b7/95/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g187514-d19512615-Reviews-EUROPE_SHUTTLE_Madrid_Spain-Madrid.html
6693,Private 8-hour City Tour of Madrid with driver & guide with pick up & ticket,Bus Tours,6.0,622.25,per adult,Free cancellation,By Tour Travel & More,Madrid,Spain,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/2b/7c/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g187497-d7812618-Reviews-Tour_Travel_More-Barcelona_Catalonia.html
6694,Photo Session in Madrid,Fashion Shows,0.88,162.83,per group,Free cancellation,By Pixtore Photography Madrid,Madrid,Spain,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/c7/01/f4/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g187514-d23467793-Reviews-Pixtore_Photography_Madrid-Madrid.html
6695,Private 5-hour Tour to Toledo from Madrid with hotel pick up and drop off,Bus Tours,5.0,384.66,per adult,Free cancellation,By Tour Travel & More,Madrid,Spain,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/63/aa/6b/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g187497-d7812618-Reviews-Tour_Travel_More-Barcelona_Catalonia.html
6696,"Madrid, Andalusia and the Mediterranean Coast with Barcelona - 9 Day Tour",Bus Tours,1728.0,1380.26,per adult,Free cancellation,By Julia Travel Madrid,Madrid,Spain,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/54/19/b2/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g187514-d2026537-Reviews-Julia_Travel_Madrid-Madrid.html
6698,Cuenca & Ciudad Encantada full day tour from Madrid,Bus Tours,6.0,78.06,per adult,Free cancellation,By Spainwebtour Madrid,Madrid,Spain,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/63/cd/6f/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g187514-d23524742-Reviews-Spainwebtour_Madrid-Madrid.html
6699,Half-Day Guided Tour to a Winery from Madrid,Bus Tours,4.0,89.38,per adult,Free cancellation,By Naturanda Madrid,Madrid,Spain,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/06/bb/97/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g187514-d22834368-Reviews-Naturanda_Madrid-Madrid.html
6703,Private Madrid Tour in Tuk-Tuk,Bus Tours,2.0,62.18,per group,Free cancellation,By Wonder Tours,Madrid,Spain,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/d2/00/69/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g187514-d3478420-Reviews-Wonder_Tours-Madrid.html
6705,Toledo tour with Cathedral & fast line bracelet departing from Madrid,Bus Tours,6.0,66.75,per adult,Free cancellation,By VPT Viajes Para Todos,Madrid,Spain,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/63/2e/cb/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g187514-d10402622-Reviews-VPT_Viajes_Para_Todos-Madrid.html
6707,Toledo On Your Own Half Day from Madrid,Day Trips,5.0,29.42,per adult,Free cancellation,By Julia Travel Madrid,Madrid,Spain,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/5d/b0/94/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g187514-d2026537-Reviews-Julia_Travel_Madrid-Madrid.html
6708,Retiro Park Segway Tour in Madrid,Segway Tours,1.5,40.73,per adult,Free cancellation,By Wonder Tours,Madrid,Spain,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/44/8a/1a/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g187514-d3478420-Reviews-Wonder_Tours-Madrid.html
6709,Old city and Madrid río by segway,Segway Tours,2.0,51.82,per adult,Free cancellation,By Wonder Tours,Madrid,Spain,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/40/e3/98/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g187514-d3478420-Reviews-Wonder_Tours-Madrid.html
6710,Highlights of Madrid Tour by Segway,Segway Tours,1.5,40.3,per adult,Free cancellation,By Wonder Tours,Madrid,Spain,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/40/e3/9b/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g187514-d3478420-Reviews-Wonder_Tours-Madrid.html
6711,Segway experience in the Royal Forest Casa de Campo,Segway Tours,1.5,40.3,per adult,Free cancellation,By Wonder Tours,Madrid,Spain,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/75/ce/9d/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g187514-d3478420-Reviews-Wonder_Tours-Madrid.html
6712,Highlights and parks in Madrid by segway,Segway Tours,3.0,69.08,per adult,Free cancellation,By Wonder Tours,Madrid,Spain,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/40/e3/a2/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g187514-d3478420-Reviews-Wonder_Tours-Madrid.html
6715,Madrid Tapas and Mysteries Walking Tour with Private Option and Pub Crawl,Walking Tours,3.0,61.09,per adult,Free cancellation,By Madride Travel,Madrid,Spain,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/6d/c8/3c/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g187514-d2440901-Reviews-Madride_Travel-Madrid.html
6716,Skip-the-Line Palacio Real de Madrid Guided Palace Tour - Semi-Private 8ppl Max,Private and Luxury,2.25,113.93,per adult,Free cancellation,By Babylon Tours Madrid,Madrid,Spain,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/61/16/a1/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g187514-d12279462-Reviews-Babylon_Tours_Madrid-Madrid.html
6718,Private walking Tour: The oldest taverns of Madrid,Walking Tours,2.17,104.39,per adult,Free cancellation,By Ventana a la Cultura,Madrid,Spain,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/c9/10/cc/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g187514-d15224328-Reviews-Ventana_a_la_Cultura-Madrid.html
6719,"Skip-the-Line Madrid Guided Tour: The best of Prado, Reina Sofia & Thyssen",Private and Luxury,5.0,92.77,per adult,Free cancellation,By Julia Travel Madrid,Madrid,Spain,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/65/7c/82/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g187514-d2026537-Reviews-Julia_Travel_Madrid-Madrid.html
6720,Madrid Segway City center tour 1 Hour,Segway Tours,1.0,28.28,per adult,Free cancellation,By Euro Segway Tours Madrid,Madrid,Spain,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/8d/f0/94/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g187514-d10717062-Reviews-Euro_Segway_Tours_Madrid-Madrid.html
6721,Hidden Corners of Madrid: Private Walking Tour,Private and Luxury,4.0,173.86,per adult,Free cancellation,By MadSnail Travel Private Tours,Madrid,Spain,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/59/37/ee/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g187514-d2507446-Reviews-MadSnail_Travel_Private_Tours-Madrid.html
6722,Treasure Hunt Madrid Experience,City Tours,2.5,37.33,per adult,Free cancellation,By Madride Travel,Madrid,Spain,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/5e/9f/91/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g187514-d2440901-Reviews-Madride_Travel-Madrid.html
6723,2-Hour Patisserie Experience for Dessert Lovers,Walking Tours,2.0,62.22,per adult,Free cancellation,By City Secreto - Unique Free Tours and Experiences In Madrid,Madrid,Spain,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/cc/ba/e4/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g187514-d20949803-Reviews-City_Secreto_Unique_Free_Tours_and_Experiences_In_Madrid-Madrid.html
6724,3-Day Private Guided Wine Tasting Tour of North-West Spain’s Hidden Gems,Bus Tours,1728.0,1697.04,per adult,Free cancellation,By Enrique Menasalvas Belmonte,Madrid,Spain,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/21/5a/9d/4e/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g187514-d23739528-Reviews-Enrique_Menasalvas_Belmonte-Madrid.html
6725,Skip-the-line Reina Sofia Museum Madrid Guided Tour - Semi-Private 8ppl Max,Private and Luxury,2.25,113.93,per adult,Free cancellation,By Babylon Tours Madrid,Madrid,Spain,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/61/20/6e/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g187514-d12279462-Reviews-Babylon_Tours_Madrid-Madrid.html
6726,Discovering Medieval Madrid,Private and Luxury,2.5,47.77,per adult,Free cancellation,"By Buzziler Madrid, Spain",Madrid,Spain,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/54/17/7a/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g187514-d19526673-Reviews-Buzziler_Madrid_Spain-Madrid.html
6727,EBike Tour Madrid Río Park and Casa de Campo insights,E-Bike Tours,2.0,40.17,per adult,Free cancellation,By Wonder Tours,Madrid,Spain,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/40/d8/9c/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g187514-d3478420-Reviews-Wonder_Tours-Madrid.html
6728,Escorial & Valley Tour from Madrid with Optional Toledo Visit,Bus Tours,5.0,90.51,per adult,Free cancellation,By Spainwebtour Madrid,Madrid,Spain,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/63/9b/ba/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g187514-d23524742-Reviews-Spainwebtour_Madrid-Madrid.html
6729,Private Tour: Toledo Day Trip from Madrid,Bus Tours,6.0,212.81,per adult,Free cancellation,By Incomingtosspain,Madrid,Spain,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/ad/2e/aa/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g187514-d19087831-Reviews-Incomingtosspain-Madrid.html
6730,Madrid 2 Hours Private Walking Tour with Guide,Walking Tours,2.0,113.14,per group,Free cancellation,By Naturanda Madrid,Madrid,Spain,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/19/e0/ba/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g187514-d22834368-Reviews-Naturanda_Madrid-Madrid.html
6731,"8-Day Spain Tour from Madrid: Cordoba, Seville, Ronda, Costa del Sol, Granada and Toledo",Bus Tours,1728.0,1137.02,per adult,Free cancellation,By Julia Travel,Madrid,Spain,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/5c/52/c8/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g187497-d2026532-Reviews-Julia_Travel-Barcelona_Catalonia.html
6732,4-Day Spanish Mediterranean Cities Tour: Valencia and Barcelona from Madrid,Bus Tours,1728.0,633.56,per adult,Free cancellation,By Julia Travel,Madrid,Spain,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/60/4a/06/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g187497-d2026532-Reviews-Julia_Travel-Barcelona_Catalonia.html
6733,Madrid Segway Fun Tour: Old Town Highlights,Segway Tours,1.5,40.72,per adult,Free cancellation,By We Madrid,Madrid,Spain,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/99/18/6a/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g187514-d16648608-Reviews-We_Madrid-Madrid.html
6734,8-Day Spain Tour: Northern Spain and Galicia from Madrid,Bus Tours,1728.0,1165.3,per adult,Free cancellation,By Julia Travel Madrid,Madrid,Spain,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/60/39/e5/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g187514-d2026537-Reviews-Julia_Travel_Madrid-Madrid.html
6735,Royal Monastery of El Escorial + Toledo Half Day Afternoon Tour,Bus Tours,6.0,115.4,per adult,Free cancellation,By Julia Travel Madrid,Madrid,Spain,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/64/7b/41/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g187514-d2026537-Reviews-Julia_Travel_Madrid-Madrid.html
6737,Architour by bike through Madrid Río and Casa de Campo,Bike Tours,2.5,38.35,per adult,Free cancellation,By architoursmad,Madrid,Spain,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/dd/eb/0b/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g187514-d17416977-Reviews-Architoursmad-Madrid.html
6738,Private Tuk-Tuk Tour of Castizo Madrid,Tuk Tuk Tours,1.0,45.25,per adult,Free cancellation,By TU TUK TUK Madrid,Madrid,Spain,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/6c/80/8d/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g187514-d23473663-Reviews-TU_TUK_TUK_Madrid-Madrid.html
6739,Skip-the-line Palacio Real de Madrid & The Old City Tour - Semi-Private 8ppl Max,Skip-the-Line Tours,5.5,202.67,per adult,Free cancellation,By Babylon Tours Madrid,Madrid,Spain,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/61/16/cb/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g187514-d12279462-Reviews-Babylon_Tours_Madrid-Madrid.html
6740,Segway Tour in Madrid City Center and Retiro Park,Segway Tours,1.0,57.7,per adult,Free cancellation,By City Secreto - Unique Free Tours and Experiences In Madrid,Madrid,Spain,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/b4/1b/ed/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g187514-d20949803-Reviews-City_Secreto_Unique_Free_Tours_and_Experiences_In_Madrid-Madrid.html
6742,The Prado Museum of Madrid Private Tour,Walking Tours,1.5,124.45,per group,Free cancellation,By Naturanda Madrid,Madrid,Spain,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/b1/dd/d0/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g187514-d22834368-Reviews-Naturanda_Madrid-Madrid.html
6743,Customizable 4-Hour Private Tour of Madrid with hotel pick up and drop off,Bus Tours,4.0,394.85,per adult,Free cancellation,By Tour Travel & More,Madrid,Spain,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f7/46/36/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g187497-d7812618-Reviews-Tour_Travel_More-Barcelona_Catalonia.html
6744,Spanish Architectures Tour,Walking Tours,3.0,62.22,per adult,Free cancellation,By City Secreto - Unique Free Tours and Experiences In Madrid,Madrid,Spain,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/cc/ba/e1/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g187514-d20949803-Reviews-City_Secreto_Unique_Free_Tours_and_Experiences_In_Madrid-Madrid.html
6747,Tapas Route Experience,Walking Tours,2.5,61.09,per adult,Free cancellation,By Madride Travel,Madrid,Spain,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/20/4c/b1/46/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g187514-d2440901-Reviews-Madride_Travel-Madrid.html
6748,Madrid Fun and Sightseeing Ebike tour 3 hours Basic fundamental tour of Madrid,Bike Tours,3.0,45.93,per adult,Free cancellation,By Madrid Bike Tours,Madrid,Spain,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/08/47/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g187514-d10391582-Reviews-Madrid_Bike_Tours-Madrid.html
