WlYyy,FmrIP href,dugSS src,bUshh,cIVmB,iPqaD href 2,WlYyy 2,WlYyy 3,TCGml,WlYyy 8
6,https://www.tripadvisor.com/Attraction_Review-g188590-d14851117-Reviews-Marine_Terrein-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/c5/13/6a/img-20180712-205049-largejpg.jpg?w=500&h=400&s=1,Marine Terrein,307.,https://www.tripadvisor.com/Attraction_Review-g188590-d14851117-Reviews-Marine_Terrein-Amsterdam_North_Holland_Province.html#REVIEWS,Points of Interest & Landmarks • Historic Walking Areas,Centrum,,
12,https://www.tripadvisor.com/Attraction_Review-g188590-d8588375-Reviews-Amstelveld-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/a3/9d/ea/amstelveld-speel-plein.jpg?w=500&h=-1&s=1,Amstelveld,308.,https://www.tripadvisor.com/Attraction_Review-g188590-d8588375-Reviews-Amstelveld-Amsterdam_North_Holland_Province.html#REVIEWS,Points of Interest & Landmarks,Amsterdam East,•,Open now
7,https://www.tripadvisor.com/Attraction_Review-g188590-d14759842-Reviews-De_Gestreelde_Borst-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/78/4b/c3/curiosa-scultura-a-terra.jpg?w=500&h=-1&s=1,De Gestreelde Borst,309.,https://www.tripadvisor.com/Attraction_Review-g188590-d14759842-Reviews-De_Gestreelde_Borst-Amsterdam_North_Holland_Province.html#REVIEWS,Points of Interest & Landmarks,Centrum,,
8,https://www.tripadvisor.com/Attraction_Review-g188590-d16868376-Reviews-Boomzagertje-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/e8/87/9e/boomzagertje.jpg?w=500&h=400&s=1,Boomzagertje,310.,https://www.tripadvisor.com/Attraction_Review-g188590-d16868376-Reviews-Boomzagertje-Amsterdam_North_Holland_Province.html#REVIEWS,Points of Interest & Landmarks • Monuments & Statues,Amsterdam West,,
5,https://www.tripadvisor.com/Attraction_Review-g188590-d14437354-Reviews-Dokwerker-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/95/a4/13/dokwerker.jpg?w=500&h=400&s=1,Dokwerker,311.,https://www.tripadvisor.com/Attraction_Review-g188590-d14437354-Reviews-Dokwerker-Amsterdam_North_Holland_Province.html#REVIEWS,Historic Sites • Points of Interest & Landmarks,Centrum,,
8,https://www.tripadvisor.com/Attraction_Review-g188590-d7998955-Reviews-Tertius_Collection-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/26/b7/f6/inside.jpg?w=500&h=400&s=1,Tertius Collection,312.,https://www.tripadvisor.com/Attraction_Review-g188590-d7998955-Reviews-Tertius_Collection-Amsterdam_North_Holland_Province.html#REVIEWS,Art Galleries • Antique Shops,Canal Ring (Grachtengordel),•,Open now
9,https://www.tripadvisor.com/Attraction_Review-g188590-d267061-Reviews-Sint_Andrieshofje-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/30/bd/2d/sint-andrieshofje.jpg?w=500&h=-1&s=1,Sint Andrieshofje,313.,https://www.tripadvisor.com/Attraction_Review-g188590-d267061-Reviews-Sint_Andrieshofje-Amsterdam_North_Holland_Province.html#REVIEWS,Historic Sites,Centrum,,
14,https://www.tripadvisor.com/Attraction_Review-g188590-d3724755-Reviews-Hofje_Van_Brienen-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/14/01/42/los-hermosos-patios-interiores.jpg?w=500&h=-1&s=1,Hofje Van Brienen,314.,https://www.tripadvisor.com/Attraction_Review-g188590-d3724755-Reviews-Hofje_Van_Brienen-Amsterdam_North_Holland_Province.html#REVIEWS,Historic Walking Areas,Centrum,,
5,https://www.tripadvisor.com/Attraction_Review-g188590-d3856439-Reviews-Theater_De_Roode_Bioscoop-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/03/6b/61/0f/getlstd-property-photo.jpg?w=500&h=400&s=1,Theater De Roode Bioscoop,315.,https://www.tripadvisor.com/Attraction_Review-g188590-d3856439-Reviews-Theater_De_Roode_Bioscoop-Amsterdam_North_Holland_Province.html#REVIEWS,Theaters,Centrum,,
11,https://www.tripadvisor.com/Attraction_Review-g188590-d267064-Reviews-Kromhout_Wharf_Werf_T_Kromhout-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/41/a7/16/kromhout-wharf-werf-t.jpg?w=500&h=-1&s=1,Kromhout Wharf (Werf 'T Kromhout),316.,https://www.tripadvisor.com/Attraction_Review-g188590-d267064-Reviews-Kromhout_Wharf_Werf_T_Kromhout-Amsterdam_North_Holland_Province.html#REVIEWS,Piers & Boardwalks,Centrum,,
13,https://www.tripadvisor.com/Attraction_Review-g188590-d314938-Reviews-Agnieten_Chapel-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/84/04/9c/foto-2.jpg?w=500&h=-1&s=1,Agnieten Chapel,317.,https://www.tripadvisor.com/Attraction_Review-g188590-d314938-Reviews-Agnieten_Chapel-Amsterdam_North_Holland_Province.html#REVIEWS,Churches & Cathedrals,Centrum,,
3,https://www.tripadvisor.com/Attraction_Review-g188590-d15087575-Reviews-De_Ruige_Speelplek_in_West-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/4d/d5/65/de-ruige-speelplek-in.jpg?w=500&h=-1&s=1,De Ruige Speelplek in West,318.,https://www.tripadvisor.com/Attraction_Review-g188590-d15087575-Reviews-De_Ruige_Speelplek_in_West-Amsterdam_North_Holland_Province.html#REVIEWS,Playgrounds,Bos en Lommer,,
8,https://www.tripadvisor.com/Attraction_Review-g188590-d12217303-Reviews-Podium_Mozaiek-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/ab/ac/38/sunniest-terrace-in-amsterdam.jpg?w=500&h=400&s=1,Podium Mozaïek,319.,https://www.tripadvisor.com/Attraction_Review-g188590-d12217303-Reviews-Podium_Mozaiek-Amsterdam_North_Holland_Province.html#REVIEWS,Theaters,Bos en Lommer,,
21,https://www.tripadvisor.com/Attraction_Review-g188590-d245282-Reviews-KIT_Royal_Tropical_Institute-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/0c/a3/6b/tropeninstituut.jpg?w=500&h=400&s=1,KIT Royal Tropical Institute,320.,https://www.tripadvisor.com/Attraction_Review-g188590-d245282-Reviews-KIT_Royal_Tropical_Institute-Amsterdam_North_Holland_Province.html#REVIEWS,Theaters,Amsterdam East,,
18,https://www.tripadvisor.com/Attraction_Review-g188590-d245247-Reviews-Mirandabad_indoor_outdoor-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/2a/30/e7/mirandabad-indoor-outdoor.jpg?w=500&h=-1&s=1,Mirandabad (indoor & outdoor),321.,https://www.tripadvisor.com/Attraction_Review-g188590-d245247-Reviews-Mirandabad_indoor_outdoor-Amsterdam_North_Holland_Province.html#REVIEWS,Sports Complexes,Rijnbuurt,,
3,https://www.tripadvisor.com/Attraction_Review-g188590-d13990309-Reviews-Amstelhoven-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/1b/a0/a6/de-openbare-hoftuin-van.jpg?w=500&h=-1&s=1,Amstelhoven,322.,https://www.tripadvisor.com/Attraction_Review-g188590-d13990309-Reviews-Amstelhoven-Amsterdam_North_Holland_Province.html#REVIEWS,Historic Sites • Points of Interest & Landmarks,Weesperbuurt,,
4,https://www.tripadvisor.com/Attraction_Review-g188590-d13006083-Reviews-Salamon_Art_Design-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/48/a7/28/great-shop.jpg?w=500&h=400&s=1,Salamon Art & Design,323.,https://www.tripadvisor.com/Attraction_Review-g188590-d13006083-Reviews-Salamon_Art_Design-Amsterdam_North_Holland_Province.html#REVIEWS,Art Galleries,Centrum,•,Open now
2,https://www.tripadvisor.com/Attraction_Review-g188590-d16866634-Reviews-Tussen_de_Bogen-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/17/c0/94/tussen-de-bogen-pictures.jpg?w=500&h=400&s=1,Tussen de Bogen,324.,https://www.tripadvisor.com/Attraction_Review-g188590-d16866634-Reviews-Tussen_de_Bogen-Amsterdam_North_Holland_Province.html#REVIEWS,Points of Interest & Landmarks • Architectural Buildings,Centrum,,
3,https://www.tripadvisor.com/Attraction_Review-g188590-d15150975-Reviews-Fete_Galante-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/40/3c/19/fete-galante.jpg?w=500&h=400&s=1,Fête Galante,325.,https://www.tripadvisor.com/Attraction_Review-g188590-d15150975-Reviews-Fete_Galante-Amsterdam_North_Holland_Province.html#REVIEWS,Points of Interest & Landmarks,Weesperbuurt,,
4,https://www.tripadvisor.com/Attraction_Review-g188590-d17708145-Reviews-Luther_Museum-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/35/3a/e4/lovely-little-museum.jpg?w=500&h=400&s=1,Luther Museum,326.,https://www.tripadvisor.com/Attraction_Review-g188590-d17708145-Reviews-Luther_Museum-Amsterdam_North_Holland_Province.html#REVIEWS,History Museums,Weesperbuurt,,
7,https://www.tripadvisor.com/Attraction_Review-g188590-d254658-Reviews-Maison_Descartes-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/04/59/a1/4f/house-use-to-be-here.jpg?w=500&h=400&s=1,Maison Descartes,327.,https://www.tripadvisor.com/Attraction_Review-g188590-d254658-Reviews-Maison_Descartes-Amsterdam_North_Holland_Province.html#REVIEWS,Historic Sites • Gardens,Centrum,,
2,https://www.tripadvisor.com/Attraction_Review-g188590-d18381023-Reviews-Obrechtkerk-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/ee/d7/92/obrechtkerk.jpg?w=500&h=400&s=1,Obrechtkerk,328.,https://www.tripadvisor.com/Attraction_Review-g188590-d18381023-Reviews-Obrechtkerk-Amsterdam_North_Holland_Province.html#REVIEWS,Historic Sites • Religious Sites,Museum Quarter (Museumkwartier),,
12,https://www.tripadvisor.com/Attraction_Review-g188590-d8789134-Reviews-Outsider_Art_Galerie-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/e6/55/8f/outsider-art-gallerie.jpg?w=500&h=-1&s=1,Outsider Art Galerie,329.,https://www.tripadvisor.com/Attraction_Review-g188590-d8789134-Reviews-Outsider_Art_Galerie-Amsterdam_North_Holland_Province.html#REVIEWS,Art Galleries,Weesperbuurt,,
6,https://www.tripadvisor.com/Attraction_Review-g188590-d12605557-Reviews-Artwatch-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/c5/67/21/dit-stel-vierde-hun-50.jpg?w=500&h=400&s=1,Artwatch,330.,https://www.tripadvisor.com/Attraction_Review-g188590-d12605557-Reviews-Artwatch-Amsterdam_North_Holland_Province.html#REVIEWS,Art Museums,Museum Quarter (Museumkwartier),,
11,,,,,,1,10,,
6,https://www.tripadvisor.com/Attraction_Review-g188590-d10632867-Reviews-Organica_Food_Market_Minervaplein-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/fd/78/9c/a-stand.jpg?w=500&h=400&s=1,Organica Food Market Minervaplein,331.,https://www.tripadvisor.com/Attraction_Review-g188590-d10632867-Reviews-Organica_Food_Market_Minervaplein-Amsterdam_North_Holland_Province.html#REVIEWS,Farmers Markets,Oud Zuid,,
7,https://www.tripadvisor.com/Attraction_Review-g188590-d12350144-Reviews-Arti_et_Amicitiae-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/14/e0/cc/arti-et-amicitiae.jpg?w=500&h=400&s=1,Arti et Amicitiae,332.,https://www.tripadvisor.com/Attraction_Review-g188590-d12350144-Reviews-Arti_et_Amicitiae-Amsterdam_North_Holland_Province.html#REVIEWS,Art Galleries,Centrum,•,Open now
12,https://www.tripadvisor.com/Attraction_Review-g188590-d12279879-Reviews-Prins_Hendrik_Bust-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/28/77/ce/prins-hendrik-bust.jpg?w=500&h=400&s=1,Prins Hendrik Bust,333.,https://www.tripadvisor.com/Attraction_Review-g188590-d12279879-Reviews-Prins_Hendrik_Bust-Amsterdam_North_Holland_Province.html#REVIEWS,Monuments & Statues,Centrum,,
5,https://www.tripadvisor.com/Attraction_Review-g188590-d16870345-Reviews-Jordaan_Oproer-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/f2/d4/63/img-20190326-183717-largejpg.jpg?w=500&h=400&s=1,Jordaan Oproer,334.,https://www.tripadvisor.com/Attraction_Review-g188590-d16870345-Reviews-Jordaan_Oproer-Amsterdam_North_Holland_Province.html#REVIEWS,Points of Interest & Landmarks • Monuments & Statues,Centrum,•,Open now
9,https://www.tripadvisor.com/Attraction_Review-g188590-d16823747-Reviews-Aluminiumbrug-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/d4/ff/ec/aluminiumbrug.jpg?w=500&h=-1&s=1,Aluminiumbrug,335.,https://www.tripadvisor.com/Attraction_Review-g188590-d16823747-Reviews-Aluminiumbrug-Amsterdam_North_Holland_Province.html#REVIEWS,Bridges,Centrum,,
7,https://www.tripadvisor.com/Attraction_Review-g188590-d12131399-Reviews-Amsterdam_Posthoornkerk_Onze_Lieve_Vrouwe_Onbevlekt_Ontvangen-Amsterdam_North_Ho.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/9f/43/33/the-interior.jpg?w=500&h=-1&s=1,"Amsterdam, Posthoornkerk (Onze Lieve Vrouwe Onbevlekt Ontvangen)",336.,https://www.tripadvisor.com/Attraction_Review-g188590-d12131399-Reviews-Amsterdam_Posthoornkerk_Onze_Lieve_Vrouwe_Onbevlekt_Ontvangen-Amsterdam_North_Ho.html#REVIEWS,Churches & Cathedrals,Centrum,,
8,https://www.tripadvisor.com/Attraction_Review-g188590-d3849754-Reviews-Museum_Amsterdam_Noord-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/03/8d/31/80/museum-amsterdam-noord.jpg?w=500&h=-1&s=1,Museum Amsterdam Noord,337.,https://www.tripadvisor.com/Attraction_Review-g188590-d3849754-Reviews-Museum_Amsterdam_Noord-Amsterdam_North_Holland_Province.html#REVIEWS,Speciality Museums,Oud Noord,,
7,https://www.tripadvisor.com/Attraction_Review-g188590-d15513626-Reviews-De_Marktkantine-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/21/61/74/25/de-marktkantine-exterior.jpg?w=500&h=-1&s=1,De Marktkantine,338.,https://www.tripadvisor.com/Attraction_Review-g188590-d15513626-Reviews-De_Marktkantine-Amsterdam_North_Holland_Province.html#REVIEWS,Convention Centers,Centrale Markt,,
3,https://www.tripadvisor.com/Attraction_Review-g188590-d12671104-Reviews-Gallery_Delaive-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/5a/2b/7d/gallerie-delaive-spiegelgracht.jpg?w=500&h=-1&s=1,Gallery Delaive,339.,https://www.tripadvisor.com/Attraction_Review-g188590-d12671104-Reviews-Gallery_Delaive-Amsterdam_North_Holland_Province.html#REVIEWS,Art Galleries,Centrum,,
7,https://www.tripadvisor.com/Attraction_Review-g188590-d14684883-Reviews-Gaudi_seats-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/0a/52/25/gaudi-seats.jpg?w=500&h=400&s=1,"""Gaudi"" seats",340.,https://www.tripadvisor.com/Attraction_Review-g188590-d14684883-Reviews-Gaudi_seats-Amsterdam_North_Holland_Province.html#REVIEWS,Points of Interest & Landmarks,Centrum,,
6,https://www.tripadvisor.com/Attraction_Review-g188590-d245288-Reviews-Zaal_100-Amsterdam_North_Holland_Province.html,,Zaal 100,341.,https://www.tripadvisor.com/Attraction_Review-g188590-d245288-Reviews-Zaal_100-Amsterdam_North_Holland_Province.html#REVIEWS,Theaters,Amsterdam West,,
12,https://www.tripadvisor.com/Attraction_Review-g188590-d12559737-Reviews-GoDutch_Dutch_Costume_Photo-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/0b/16/82/wooden-shoes-for-all.jpg?w=500&h=-1&s=1,GoDutch - Dutch Costume Photo,342.,https://www.tripadvisor.com/Attraction_Review-g188590-d12559737-Reviews-GoDutch_Dutch_Costume_Photo-Amsterdam_North_Holland_Province.html#REVIEWS,Rides & Activities,Centrum,•,Open now
3,https://www.tripadvisor.com/Attraction_Review-g188590-d9776630-Reviews-Mountain_Network_Amsterdam-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/6c/d3/52/klimhal.jpg?w=500&h=400&s=1,Mountain Network Amsterdam,343.,https://www.tripadvisor.com/Attraction_Review-g188590-d9776630-Reviews-Mountain_Network_Amsterdam-Amsterdam_North_Holland_Province.html#REVIEWS,Sports Camps & Clinics,Bos en Lommer,•,Open now
11,https://www.tripadvisor.com/Attraction_Review-g188590-d12278397-Reviews-Monument_vor_Joods_verzet-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/19/f3/74/monument-vor-joods-verzet.jpg?w=500&h=400&s=1,Monument vor Joods verzet,344.,https://www.tripadvisor.com/Attraction_Review-g188590-d12278397-Reviews-Monument_vor_Joods_verzet-Amsterdam_North_Holland_Province.html#REVIEWS,Monuments & Statues,Centrum,,
4,https://www.tripadvisor.com/Attraction_Review-g188590-d15082005-Reviews-Mythical_Beast-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/98/5f/e0/mythical-beast.jpg?w=500&h=400&s=1,Mythical Beast,345.,https://www.tripadvisor.com/Attraction_Review-g188590-d15082005-Reviews-Mythical_Beast-Amsterdam_North_Holland_Province.html#REVIEWS,Points of Interest & Landmarks,Centrum,,
13,https://www.tripadvisor.com/Attraction_Review-g188590-d1993240-Reviews-Gay_Tourist_Information_Centre-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/db/98/cc/gay-tourist-information.jpg?w=500&h=400&s=1,Gay Tourist Information Centre,346.,https://www.tripadvisor.com/Attraction_Review-g188590-d1993240-Reviews-Gay_Tourist_Information_Centre-Amsterdam_North_Holland_Province.html#REVIEWS,Visitor Centers,Centrum,,
2,https://www.tripadvisor.com/Attraction_Review-g188590-d12406602-Reviews-Het_Lab-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/33/b0/67/getlstd-property-photo.jpg?w=500&h=400&s=1,Het Lab,347.,https://www.tripadvisor.com/Attraction_Review-g188590-d12406602-Reviews-Het_Lab-Amsterdam_North_Holland_Province.html#REVIEWS,Sports Complexes,Bos en Lommer,,
9,https://www.tripadvisor.com/Attraction_Review-g188590-d12454996-Reviews-Plaquette_Willy_Alberti-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/9f/29/f1/the-plaque.jpg?w=500&h=400&s=1,Plaquette Willy Alberti,348.,https://www.tripadvisor.com/Attraction_Review-g188590-d12454996-Reviews-Plaquette_Willy_Alberti-Amsterdam_North_Holland_Province.html#REVIEWS,Points of Interest & Landmarks,Centrum,,
4,https://www.tripadvisor.com/Attraction_Review-g188590-d15127997-Reviews-Bandenboot-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/5a/fc/0d/bandenboot.jpg?w=500&h=400&s=1,Bandenboot,349.,https://www.tripadvisor.com/Attraction_Review-g188590-d15127997-Reviews-Bandenboot-Amsterdam_North_Holland_Province.html#REVIEWS,Points of Interest & Landmarks,Centrum,,
5,https://www.tripadvisor.com/Attraction_Review-g188590-d13970562-Reviews-Vredenburgh-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/9f/e8/69/img-20180405-192139-largejpg.jpg?w=500&h=400&s=1,Vredenburgh,350.,https://www.tripadvisor.com/Attraction_Review-g188590-d13970562-Reviews-Vredenburgh-Amsterdam_North_Holland_Province.html#REVIEWS,Historic Sites • Points of Interest & Landmarks,Centrum,,
5,https://www.tripadvisor.com/Attraction_Review-g188590-d14591904-Reviews-Aankomst_Sinterklaas-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/c6/91/38/aankomst-sinterklaas.jpg?w=500&h=400&s=1,Aankomst Sinterklaas,351.,https://www.tripadvisor.com/Attraction_Review-g188590-d14591904-Reviews-Aankomst_Sinterklaas-Amsterdam_North_Holland_Province.html#REVIEWS,Monuments & Statues,Centrum,,
