WlYyy,FmrIP href,dugSS src,bUshh,cIVmB,iPqaD href,WlYyy 2,WlYyy 3
7,https://www.tripadvisor.com/Attraction_Review-g187497-d9597197-Reviews-Palau_Centelles-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/5f/e3/fc/caption.jpg?w=500&h=-1&s=1,Palau Centelles,457.,https://www.tripadvisor.com/Attraction_Review-g187497-d9597197-Reviews-Palau_Centelles-Barcelona_Catalonia.html#REVIEWS,Historic Sites • Points of Interest & Landmarks,Barrio Gòtico (Barri Gòtic)
10,https://www.tripadvisor.com/Attraction_Review-g187497-d9802110-Reviews-Capilla_de_Santa_Lucia-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/47/46/e4/caption.jpg?w=500&h=400&s=1,Capilla de Santa Lucia,458.,https://www.tripadvisor.com/Attraction_Review-g187497-d9802110-Reviews-Capilla_de_Santa_Lucia-Barcelona_Catalonia.html#REVIEWS,Churches & Cathedrals,
3,https://www.tripadvisor.com/Attraction_Review-g187497-d6226814-Reviews-Galeria_F_Cervera-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/05/63/77/eb/getlstd-property-photo.jpg?w=300&h=200&s=1,Galería F.Cervera,459.,https://www.tripadvisor.com/Attraction_Review-g187497-d6226814-Reviews-Galeria_F_Cervera-Barcelona_Catalonia.html#REVIEWS,Speciality Museums,Eixample
5,https://www.tripadvisor.com/Attraction_Review-g187497-d16658729-Reviews-Aduana_de_Barcelona-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/96/5d/cf/aduana-de-barcelona.jpg?w=500&h=400&s=1,Aduana de Barcelona,460.,https://www.tripadvisor.com/Attraction_Review-g187497-d16658729-Reviews-Aduana_de_Barcelona-Barcelona_Catalonia.html#REVIEWS,Architectural Buildings,Port Vell (Old Port)
11,https://www.tripadvisor.com/Attraction_Review-g187497-d11930439-Reviews-Dona_Pescadora-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/b2/4a/17/dona-pescadora.jpg?w=500&h=400&s=1,Dona Pescadora,461.,https://www.tripadvisor.com/Attraction_Review-g187497-d11930439-Reviews-Dona_Pescadora-Barcelona_Catalonia.html#REVIEWS,Monuments & Statues,Sants-Montjuíc
9,https://www.tripadvisor.com/Attraction_Review-g187497-d8612214-Reviews-Sala_Pares-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/df/8c/d5/getlstd-property-photo.jpg?w=500&h=400&s=1,Sala Parés,462.,https://www.tripadvisor.com/Attraction_Review-g187497-d8612214-Reviews-Sala_Pares-Barcelona_Catalonia.html#REVIEWS,Art Galleries • Art Museums,Barrio Gòtico (Barri Gòtic)
8,https://www.tripadvisor.com/Attraction_Review-g187497-d14141952-Reviews-Monument_a_La_Sardana-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/83/fa/2d/monument-a-la-sardana.jpg?w=500&h=-1&s=1,Monument a La Sardana,463.,https://www.tripadvisor.com/Attraction_Review-g187497-d14141952-Reviews-Monument_a_La_Sardana-Barcelona_Catalonia.html#REVIEWS,Points of Interest & Landmarks • Monuments & Statues,Sants-Montjuíc
7,https://www.tripadvisor.com/Attraction_Review-g187497-d240763-Reviews-Fira_de_Segells_i_Monedes-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/10/fc/ff/molt-be-indeed.jpg?w=500&h=-1&s=1,Fira de Segells i Monedes,464.,https://www.tripadvisor.com/Attraction_Review-g187497-d240763-Reviews-Fira_de_Segells_i_Monedes-Barcelona_Catalonia.html#REVIEWS,Flea & Street Markets,El Congrés i els Indians
8,https://www.tripadvisor.com/Attraction_Review-g187497-d8820156-Reviews-Barcelona_International_Comedy_Festival-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/dc/69/57/it-s-fun-to-hate-people.jpg?w=500&h=400&s=1,Barcelona International Comedy Festival,465.,https://www.tripadvisor.com/Attraction_Review-g187497-d8820156-Reviews-Barcelona_International_Comedy_Festival-Barcelona_Catalonia.html#REVIEWS,Cultural Events,Sants-Montjuíc
9,https://www.tripadvisor.com/Attraction_Review-g187497-d10065947-Reviews-Monumento_a_Antonio_Viladomat-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/8c/62/7d/caption.jpg?w=500&h=-1&s=1,Monumento a Antonio Viladomat,466.,https://www.tripadvisor.com/Attraction_Review-g187497-d10065947-Reviews-Monumento_a_Antonio_Viladomat-Barcelona_Catalonia.html#REVIEWS,Monuments & Statues,Eixample
10,https://www.tripadvisor.com/Attraction_Review-g187497-d244913-Reviews-Velodrom_d_Horta-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/04/1d/42/58/velodrom-d-horta.jpg?w=500&h=-1&s=1,Velodrom d'Horta,467.,https://www.tripadvisor.com/Attraction_Review-g187497-d244913-Reviews-Velodrom_d_Horta-Barcelona_Catalonia.html#REVIEWS,Sports Complexes,Horta-Guinardó
6,https://www.tripadvisor.com/Attraction_Review-g187497-d244843-Reviews-Centre_Artesa_Tradicionarius_CAT-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/c7/85/7e/centre-artesa-tradicionarius.jpg?w=500&h=400&s=1,Centre Artesa Tradicionarius - CAT,468.,https://www.tripadvisor.com/Attraction_Review-g187497-d244843-Reviews-Centre_Artesa_Tradicionarius_CAT-Barcelona_Catalonia.html#REVIEWS,Theaters,Gracia
3,https://www.tripadvisor.com/Attraction_Review-g187497-d15663133-Reviews-Santuari_de_la_Mare_de_Deu_del_Sagrat_Cor-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/19/dd/66/santuari-de-la-mare-de.jpg?w=500&h=400&s=1,Santuari de la Mare de Deu del Sagrat Cor,469.,https://www.tripadvisor.com/Attraction_Review-g187497-d15663133-Reviews-Santuari_de_la_Mare_de_Deu_del_Sagrat_Cor-Barcelona_Catalonia.html#REVIEWS,Churches & Cathedrals,Eixample
8,https://www.tripadvisor.com/Attraction_Review-g187497-d12961025-Reviews-Mulas_y_Pedrosa_Art_Gallery-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/45/af/9e/photo0jpg.jpg?w=500&h=-1&s=1,Mulas y Pedrosa Art Gallery,470.,https://www.tripadvisor.com/Attraction_Review-g187497-d12961025-Reviews-Mulas_y_Pedrosa_Art_Gallery-Barcelona_Catalonia.html#REVIEWS,Art Galleries,Barrio Gòtico (Barri Gòtic)
10,https://www.tripadvisor.com/Attraction_Review-g187497-d10713522-Reviews-Casa_Vallet_i_Xiro-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/51/01/a8/casa-vallet-i-xiro.jpg?w=500&h=400&s=1,Casa Vallet i Xiro,471.,https://www.tripadvisor.com/Attraction_Review-g187497-d10713522-Reviews-Casa_Vallet_i_Xiro-Barcelona_Catalonia.html#REVIEWS,Points of Interest & Landmarks • Architectural Buildings,Eixample
11,https://www.tripadvisor.com/Attraction_Review-g187497-d10065872-Reviews-Jardins_de_Gandhi-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/02/b6/f1/jardins-de-gandhi.jpg?w=500&h=400&s=1,Jardins de Gandhi,472.,https://www.tripadvisor.com/Attraction_Review-g187497-d10065872-Reviews-Jardins_de_Gandhi-Barcelona_Catalonia.html#REVIEWS,Parks,Poblenou
6,https://www.tripadvisor.com/Attraction_Review-g187497-d8281216-Reviews-Bcn_Art_Design-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/d0/d4/02/bcn-art-design.jpg?w=500&h=400&s=1,Bcn Art Design,473.,https://www.tripadvisor.com/Attraction_Review-g187497-d8281216-Reviews-Bcn_Art_Design-Barcelona_Catalonia.html#REVIEWS,Art Galleries,El Born / La Ribera
15,https://www.tripadvisor.com/Attraction_Review-g187497-d10198073-Reviews-Medieval_Walls-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/02/fc/0a/portal-del-mar.jpg?w=500&h=400&s=1,Medieval Walls,474.,https://www.tripadvisor.com/Attraction_Review-g187497-d10198073-Reviews-Medieval_Walls-Barcelona_Catalonia.html#REVIEWS,Ancient Ruins • Points of Interest & Landmarks,Sant Pere
13,https://www.tripadvisor.com/Attraction_Review-g187497-d8807479-Reviews-Casa_Lamadrid-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/83/fa/52/casa-lamadrid.jpg?w=500&h=400&s=1,Casa Lamadrid,475.,https://www.tripadvisor.com/Attraction_Review-g187497-d8807479-Reviews-Casa_Lamadrid-Barcelona_Catalonia.html#REVIEWS,Points of Interest & Landmarks • Architectural Buildings,Eixample
9,https://www.tripadvisor.com/Attraction_Review-g187497-d9568162-Reviews-Monumento_al_Perro_Abandonado-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/ec/c9/34/caption.jpg?w=500&h=400&s=1,Monumento al Perro Abandonado,476.,https://www.tripadvisor.com/Attraction_Review-g187497-d9568162-Reviews-Monumento_al_Perro_Abandonado-Barcelona_Catalonia.html#REVIEWS,Monuments & Statues,Horta-Guinardó
4,https://www.tripadvisor.com/Attraction_Review-g187497-d15337789-Reviews-Nave_Bostik-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/bc/fc/82/nave-bostik.jpg?w=500&h=400&s=1,Nave Bostik,477.,https://www.tripadvisor.com/Attraction_Review-g187497-d15337789-Reviews-Nave_Bostik-Barcelona_Catalonia.html#REVIEWS,Civic Centres,Sant Andreu
7,https://www.tripadvisor.com/Attraction_Review-g187497-d244858-Reviews-Institut_del_Teatre-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/56/53/ef/caption.jpg?w=500&h=-1&s=1,Institut del Teatre,478.,https://www.tripadvisor.com/Attraction_Review-g187497-d244858-Reviews-Institut_del_Teatre-Barcelona_Catalonia.html#REVIEWS,Theaters,Sants-Montjuíc
15,https://www.tripadvisor.com/Attraction_Review-g187497-d7391470-Reviews-Birra_08-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/3e/1b/3b/birra-08.jpg?w=500&h=-1&s=1,Birra 08,479.,https://www.tripadvisor.com/Attraction_Review-g187497-d7391470-Reviews-Birra_08-Barcelona_Catalonia.html#REVIEWS,Breweries,El Clot
16,https://www.tripadvisor.com/Attraction_Review-g187497-d9997409-Reviews-Fuente_de_Carmen_Amaya-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/5f/f0/49/caption.jpg?w=500&h=-1&s=1,Fuente de Carmen Amaya,480.,https://www.tripadvisor.com/Attraction_Review-g187497-d9997409-Reviews-Fuente_de_Carmen_Amaya-Barcelona_Catalonia.html#REVIEWS,Monuments & Statues • Fountains,Barceloneta
1,,,,,,15,16
6,https://www.tripadvisor.com/Attraction_Review-g187497-d10296763-Reviews-La_Dama_del_Paraguas-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/bb/7a/91/caption.jpg?w=500&h=-1&s=1,La Dama del Paraguas,481.,https://www.tripadvisor.com/Attraction_Review-g187497-d10296763-Reviews-La_Dama_del_Paraguas-Barcelona_Catalonia.html#REVIEWS,Fountains,Sant Pere
11,https://www.tripadvisor.com/Attraction_Review-g187497-d10538499-Reviews-Casa_Llorenc_Camprubi-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/07/d3/3e/caption.jpg?w=500&h=400&s=1,Casa Llorenc Camprubi,482.,https://www.tripadvisor.com/Attraction_Review-g187497-d10538499-Reviews-Casa_Llorenc_Camprubi-Barcelona_Catalonia.html#REVIEWS,Points of Interest & Landmarks • Architectural Buildings,La Dreta de l'Eixample
5,https://www.tripadvisor.com/Attraction_Review-g187497-d15209009-Reviews-Palauet_Casades-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/00/a7/07/palauet-casades.jpg?w=500&h=-1&s=1,Palauet Casades,483.,https://www.tripadvisor.com/Attraction_Review-g187497-d15209009-Reviews-Palauet_Casades-Barcelona_Catalonia.html#REVIEWS,Historic Sites • Points of Interest & Landmarks,Eixample
11,https://www.tripadvisor.com/Attraction_Review-g187497-d11930430-Reviews-Dona_amb_nen_i_flabiol-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/48/60/58/dsc-0460-largejpg.jpg?w=500&h=400&s=1,Dona amb nen i flabiol,484.,https://www.tripadvisor.com/Attraction_Review-g187497-d11930430-Reviews-Dona_amb_nen_i_flabiol-Barcelona_Catalonia.html#REVIEWS,Monuments & Statues,La Dreta de l'Eixample
4,https://www.tripadvisor.com/Attraction_Review-g187497-d15511804-Reviews-Mercat_d_Hostafrancs-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/b3/fe/6c/mercat-d-hostafrancs.jpg?w=500&h=400&s=1,Mercat d'Hostafrancs,485.,https://www.tripadvisor.com/Attraction_Review-g187497-d15511804-Reviews-Mercat_d_Hostafrancs-Barcelona_Catalonia.html#REVIEWS,Farmers Markets,Sants-Montjuíc
22,https://www.tripadvisor.com/Attraction_Review-g187497-d1747997-Reviews-Trenhotel_Salvador_Dali-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/04/54/90/14/trenhotel-salvador-dali.jpg?w=500&h=400&s=1,Trenhotel Salvador Dali,486.,https://www.tripadvisor.com/Attraction_Review-g187497-d1747997-Reviews-Trenhotel_Salvador_Dali-Barcelona_Catalonia.html#REVIEWS,Public Transportation Systems,
12,https://www.tripadvisor.com/Attraction_Review-g187497-d4556731-Reviews-MUHBA_Domus_de_Sant_Honorat-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/04/35/b6/f5/getlstd-property-photo.jpg?w=500&h=-1&s=1,MUHBA Domus de Sant Honorat,487.,https://www.tripadvisor.com/Attraction_Review-g187497-d4556731-Reviews-MUHBA_Domus_de_Sant_Honorat-Barcelona_Catalonia.html#REVIEWS,Speciality Museums,Barrio Gòtico (Barri Gòtic)
6,https://www.tripadvisor.com/Attraction_Review-g187497-d8145612-Reviews-Iglesia_Ortodoxa_Rusa_de_la_Anunciacion-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/00/fd/bf/getlstd-property-photo.jpg?w=500&h=-1&s=1,Iglesia Ortodoxa Rusa de la Anunciación,488.,https://www.tripadvisor.com/Attraction_Review-g187497-d8145612-Reviews-Iglesia_Ortodoxa_Rusa_de_la_Anunciacion-Barcelona_Catalonia.html#REVIEWS,Religious Sites • Churches & Cathedrals,Vallcarca i els Penitents
6,https://www.tripadvisor.com/Attraction_Review-g187497-d10676069-Reviews-Galeria_La_Lesia-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/ad/fa/55/galeria-la-lesia.jpg?w=500&h=400&s=1,Galeria La Lesia,489.,https://www.tripadvisor.com/Attraction_Review-g187497-d10676069-Reviews-Galeria_La_Lesia-Barcelona_Catalonia.html#REVIEWS,Art Galleries,Barrio Gòtico (Barri Gòtic)
8,https://www.tripadvisor.com/Attraction_Review-g187497-d10426987-Reviews-Fundacio_Foto_Colectania-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/19/68/2a/d1/espacio-libreria-c-meritxell.jpg?w=500&h=400&s=1,Fundació Foto Colectania,490.,https://www.tripadvisor.com/Attraction_Review-g187497-d10426987-Reviews-Fundacio_Foto_Colectania-Barcelona_Catalonia.html#REVIEWS,Visitor Centers • Art Galleries,El Born / La Ribera
4,https://www.tripadvisor.com/Attraction_Review-g187497-d9454021-Reviews-Placa_del_Tibidabo-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/64/37/16/caption.jpg?w=500&h=400&s=1,Placa del Tibidabo,491.,https://www.tripadvisor.com/Attraction_Review-g187497-d9454021-Reviews-Placa_del_Tibidabo-Barcelona_Catalonia.html#REVIEWS,Points of Interest & Landmarks • Lookouts,
6,https://www.tripadvisor.com/Attraction_Review-g187497-d17571145-Reviews-Edificio_de_la_Junta_de_Obras_del_Puerto-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/d5/42/92/port-authority-admiral.jpg?w=500&h=400&s=1,Edificio de la Junta de Obras del Puerto,492.,https://www.tripadvisor.com/Attraction_Review-g187497-d17571145-Reviews-Edificio_de_la_Junta_de_Obras_del_Puerto-Barcelona_Catalonia.html#REVIEWS,Architectural Buildings,Port Vell (Old Port)
8,https://www.tripadvisor.com/Attraction_Review-g187497-d13201762-Reviews-Casa_Fajol-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/75/31/1d/the-butterfly.jpg?w=500&h=400&s=1,Casa Fajol,493.,https://www.tripadvisor.com/Attraction_Review-g187497-d13201762-Reviews-Casa_Fajol-Barcelona_Catalonia.html#REVIEWS,Points of Interest & Landmarks,Eixample
11,https://www.tripadvisor.com/Attraction_Review-g187497-d11932639-Reviews-Monumeent_to_Joan_Salvat_i_Papasseit-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/76/99/b2/monument-to-joan-salvat.jpg?w=500&h=400&s=1,Monumeent to Joan Salvat i Papasseit,494.,https://www.tripadvisor.com/Attraction_Review-g187497-d11932639-Reviews-Monumeent_to_Joan_Salvat_i_Papasseit-Barcelona_Catalonia.html#REVIEWS,Monuments & Statues,Port Vell (Old Port)
13,https://www.tripadvisor.com/Attraction_Review-g187497-d9749297-Reviews-Escultura_al_Moll_de_la_Fusta-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/be/dc/67/escultura.jpg?w=500&h=400&s=1,Escultura al Moll de la Fusta,495.,https://www.tripadvisor.com/Attraction_Review-g187497-d9749297-Reviews-Escultura_al_Moll_de_la_Fusta-Barcelona_Catalonia.html#REVIEWS,Scenic Walking Areas,Barceloneta
19,https://www.tripadvisor.com/Attraction_Review-g187497-d10779400-Reviews-Barcelona_City_Hall_Tourist_Office-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/02/e0/18/barcelona-city-hall.jpg?w=500&h=-1&s=1,Barcelona City Hall Tourist Office,496.,https://www.tripadvisor.com/Attraction_Review-g187497-d10779400-Reviews-Barcelona_City_Hall_Tourist_Office-Barcelona_Catalonia.html#REVIEWS,Visitor Centers,Barrio Gòtico (Barri Gòtic)
2,https://www.tripadvisor.com/Attraction_Review-g187497-d12596893-Reviews-Agora_Juan_Andres_Benitez-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/daodao/photo-o/15/d2/37/df/ahora-a-agora-jabenitez.jpg?w=500&h=400&s=1,Ágora Juan Andrés Benitez,497.,https://www.tripadvisor.com/Attraction_Review-g187497-d12596893-Reviews-Agora_Juan_Andres_Benitez-Barcelona_Catalonia.html#REVIEWS,Points of Interest & Landmarks,El Raval
7,https://www.tripadvisor.com/Attraction_Review-g187497-d2223640-Reviews-Museu_Geologic_del_Seminari_de_Barcelona-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/2c/82/b4/vista-panoramica-del.jpg?w=500&h=400&s=1,Museu Geologic del Seminari de Barcelona,498.,https://www.tripadvisor.com/Attraction_Review-g187497-d2223640-Reviews-Museu_Geologic_del_Seminari_de_Barcelona-Barcelona_Catalonia.html#REVIEWS,Science Museums,Eixample
7,https://www.tripadvisor.com/Attraction_Review-g187497-d15531982-Reviews-La_Casa_Malagrida-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/fe/2f/0e/la-casa-malagrida.jpg?w=500&h=400&s=1,La Casa Malagrida,499.,https://www.tripadvisor.com/Attraction_Review-g187497-d15531982-Reviews-La_Casa_Malagrida-Barcelona_Catalonia.html#REVIEWS,Architectural Buildings,Eixample
11,https://www.tripadvisor.com/Attraction_Review-g187497-d10065836-Reviews-Monumento_a_Antoni_Gaudi_i_Jornet-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/ae/f2/c2/monumento-a-antoni-gaudi.jpg?w=500&h=-1&s=1,Monumento a Antoni Gaudi i Jornet,500.,https://www.tripadvisor.com/Attraction_Review-g187497-d10065836-Reviews-Monumento_a_Antoni_Gaudi_i_Jornet-Barcelona_Catalonia.html#REVIEWS,Monuments & Statues,Sarrià
3,https://www.tripadvisor.com/Attraction_Review-g187497-d17765155-Reviews-Jardi_Botanic_Historic-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/8f/34/ed/masia-catalonia.jpg?w=500&h=400&s=1,Jardí Botànic Històric,501.,https://www.tripadvisor.com/Attraction_Review-g187497-d17765155-Reviews-Jardi_Botanic_Historic-Barcelona_Catalonia.html#REVIEWS,Gardens,Sants-Montjuíc
7,https://www.tripadvisor.com/Attraction_Review-g187497-d17566475-Reviews-Gran_Via_de_les_Corts_Catalanes-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/24/11/cf/gran-via-de-les-corts.jpg?w=500&h=-1&s=1,Gran Via de les Corts Catalanes,502.,https://www.tripadvisor.com/Attraction_Review-g187497-d17566475-Reviews-Gran_Via_de_les_Corts_Catalanes-Barcelona_Catalonia.html#REVIEWS,Points of Interest & Landmarks,
5,https://www.tripadvisor.com/Attraction_Review-g187497-d10723376-Reviews-Pantano_de_Vallvidrera-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/60/cb/00/panta-de-vallvidrera.jpg?w=500&h=400&s=1,Pantano de Vallvidrera,503.,https://www.tripadvisor.com/Attraction_Review-g187497-d10723376-Reviews-Pantano_de_Vallvidrera-Barcelona_Catalonia.html#REVIEWS,Dams,
10,https://www.tripadvisor.com/Attraction_Review-g187497-d10060428-Reviews-Pont_de_Calatrava-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/70/70/b5/puente-de-calatrava.jpg?w=500&h=400&s=1,Pont de Calatrava,504.,https://www.tripadvisor.com/Attraction_Review-g187497-d10060428-Reviews-Pont_de_Calatrava-Barcelona_Catalonia.html#REVIEWS,Bridges,Nou Barris
